location,date,total_cases,total_deaths,DeathPercentage
Africa,2020-02-13,,,
Africa,2020-02-14,1,,
Africa,2020-02-15,1,,
Africa,2020-02-16,1,,
Africa,2020-02-17,1,,
Africa,2020-02-18,1,,
Africa,2020-02-19,1,,
Africa,2020-02-20,1,,
Africa,2020-02-21,1,,
Africa,2020-02-22,1,,
Africa,2020-02-23,1,,
Africa,2020-02-24,1,,
Africa,2020-02-25,2,,
Africa,2020-02-26,2,,
Africa,2020-02-27,2,,
Africa,2020-02-28,3,,
Africa,2020-02-29,3,,
Africa,2020-03-01,4,,
Africa,2020-03-02,8,,
Africa,2020-03-03,11,,
Africa,2020-03-04,21,,
Africa,2020-03-05,24,,
Africa,2020-03-06,43,,
Africa,2020-03-07,43,,
Africa,2020-03-08,83,1,1.2048192771084338
Africa,2020-03-09,91,1,1.098901098901099
Africa,2020-03-10,104,2,1.9230769230769231
Africa,2020-03-11,118,2,1.6949152542372881
Africa,2020-03-12,134,3,2.2388059701492535
Africa,2020-03-13,176,6,3.4090909090909087
Africa,2020-03-14,252,7,2.7777777777777777
Africa,2020-03-15,317,8,2.5236593059936907
Africa,2020-03-16,404,8,1.9801980198019802
Africa,2020-03-17,492,11,2.2357723577235773
Africa,2020-03-18,610,17,2.7868852459016393
Africa,2020-03-19,788,20,2.5380710659898478
Africa,2020-03-20,970,26,2.6804123711340204
Africa,2020-03-21,1170,35,2.9914529914529915
Africa,2020-03-22,1423,46,3.2326071679550248
Africa,2020-03-23,1806,55,3.0454042081949058
Africa,2020-03-24,2244,62,2.7629233511586455
Africa,2020-03-25,2767,73,2.6382363570654137
Africa,2020-03-26,3293,91,2.763437594898269
Africa,2020-03-27,3873,115,2.9692744642396072
Africa,2020-03-28,4216,134,3.1783681214421251
Africa,2020-03-29,4780,151,3.1589958158995817
Africa,2020-03-30,5175,172,3.3236714975845412
Africa,2020-03-31,5761,198,3.4369033153966324
Africa,2020-04-01,6360,233,3.6635220125786163
Africa,2020-04-02,7016,285,4.0621436716077532
Africa,2020-04-03,7897,331,4.1914651133341776
Africa,2020-04-04,8579,382,4.4527334188133816
Africa,2020-04-05,9264,442,4.7711571675302249
Africa,2020-04-06,9980,487,4.8797595190380756
Africa,2020-04-07,10608,533,5.0245098039215685
Africa,2020-04-08,11414,573,5.0201506921324688
Africa,2020-04-09,12207,627,5.1363971491767018
Africa,2020-04-10,12901,690,5.348422602899
Africa,2020-04-11,13615,742,5.4498714652956295
Africa,2020-04-12,14484,788,5.44048605357636
Africa,2020-04-13,15256,833,5.4601468274777138
Africa,2020-04-14,16227,873,5.3799223516361616
Africa,2020-04-15,17192,910,5.2931596091205213
Africa,2020-04-16,18360,965,5.25599128540305
Africa,2020-04-17,19763,1015,5.1358599402924661
Africa,2020-04-18,21071,1058,5.0211190736082765
Africa,2020-04-19,22268,1120,5.0296389437758213
Africa,2020-04-20,23431,1159,4.946438478938159
Africa,2020-04-21,24507,1189,4.8516750316236177
Africa,2020-04-22,25910,1240,4.7857969895793131
Africa,2020-04-23,27347,1297,4.7427505759315469
Africa,2020-04-24,29052,1324,4.557345449538758
Africa,2020-04-25,30296,1372,4.5286506469500925
Africa,2020-04-26,31828,1422,4.467764232751037
Africa,2020-04-27,33165,1461,4.4052464947987335
Africa,2020-04-28,34784,1522,4.37557497700092
Africa,2020-04-29,36807,1588,4.3143967180155949
Africa,2020-04-30,38753,1634,4.2164477588831826
Africa,2020-05-01,40468,1690,4.1761391716912133
Africa,2020-05-02,42705,1759,4.1189556258049409
Africa,2020-05-03,44297,1796,4.0544506399981941
Africa,2020-05-04,46951,1842,3.9232391216374523
Africa,2020-05-05,48993,1906,3.8903516828934745
Africa,2020-05-06,51535,2006,3.8925002425536044
Africa,2020-05-07,54022,2073,3.8373255340416872
Africa,2020-05-08,57647,2154,3.7365344250351278
Africa,2020-05-09,60507,2221,3.6706496768968879
Africa,2020-05-10,63086,2290,3.629965443997083
Africa,2020-05-11,66145,2344,3.5437296847834303
Africa,2020-05-12,69312,2395,3.4553901200369346
Africa,2020-05-13,72226,2493,3.4516656051837291
Africa,2020-05-14,75344,2562,3.4004034826927163
Africa,2020-05-15,78270,2624,3.3524977641497382
Africa,2020-05-16,81273,2708,3.3319798703136345
Africa,2020-05-17,84587,2758,3.2605483112062137
Africa,2020-05-18,88255,2831,3.2077502691065662
Africa,2020-05-19,91266,2906,3.184099226437008
Africa,2020-05-20,95057,2990,3.1454811323732077
Africa,2020-05-21,99752,3095,3.1026946828133775
Africa,2020-05-22,103620,3183,3.0718008106543135
Africa,2020-05-23,107485,3255,3.0283295343536309
Africa,2020-05-24,111605,3354,3.0052417006406524
Africa,2020-05-25,115733,3479,3.0060570450951762
Africa,2020-05-26,119444,3591,3.0064297913666658
Africa,2020-05-27,124524,3698,2.9697086505412611
Africa,2020-05-28,129440,3791,2.9287700865265762
Africa,2020-05-29,135186,3922,2.9011879928394952
Africa,2020-05-30,141304,4069,2.8796070882636018
Africa,2020-05-31,146551,4222,2.8809083527236252
Africa,2020-06-01,152336,4343,2.8509347757588488
Africa,2020-06-02,157214,4493,2.8578879743534289
Africa,2020-06-03,162311,4601,2.8346815681007449
Africa,2020-06-04,169417,4756,2.807274358535448
Africa,2020-06-05,176603,4913,2.7819459465580993
Africa,2020-06-06,183202,5055,2.7592493531730002
Africa,2020-06-07,189536,5188,2.737210872868479
Africa,2020-06-08,196187,5363,2.7336163966012021
Africa,2020-06-09,202657,5537,2.7322026872992295
Africa,2020-06-10,209202,5688,2.7189032609630881
Africa,2020-06-11,216605,5851,2.7012303501765889
Africa,2020-06-12,224684,6049,2.6922255256271028
Africa,2020-06-13,232771,6253,2.6863312010516776
Africa,2020-06-14,241551,6459,2.6739694722853558
Africa,2020-06-15,251144,6761,2.6920810371738924
Africa,2020-06-16,258786,7015,2.7107339655159088
Africa,2020-06-17,267522,7218,2.6980958575369502
Africa,2020-06-18,275757,7419,2.6904122107507695
Africa,2020-06-19,285570,7682,2.6900584795321638
Africa,2020-06-20,296919,7918,2.6667205534169249
Africa,2020-06-21,306356,8114,2.6485526642207105
Africa,2020-06-22,315343,8338,2.6441049904389824
Africa,2020-06-23,324419,8620,2.6570576939081865
Africa,2020-06-24,335768,8855,2.6372376164494531
Africa,2020-06-25,347710,9069,2.6082079894164676
Africa,2020-06-26,359308,9282,2.5832990080933351
Africa,2020-06-27,371545,9484,2.552584478326986
Africa,2020-06-28,382153,9663,2.5285684006144136
Africa,2020-06-29,393283,9877,2.5114230719354764
Africa,2020-06-30,404891,10146,2.505859601719969
Africa,2020-07-01,418104,10404,2.4883760978129841
Africa,2020-07-02,432306,10643,2.4619135519747584
Africa,2020-07-03,447466,10882,2.4319166148936455
Africa,2020-07-04,462951,11083,2.3939898606980003
Africa,2020-07-05,476586,11363,2.3842496422471497
Africa,2020-07-06,490326,11610,2.3678124349922296
Africa,2020-07-07,507792,11975,2.35824904685383
Africa,2020-07-08,522535,12232,2.3408958251600369
Africa,2020-07-09,541725,12457,2.299506207023859
Africa,2020-07-10,559430,12763,2.2814293119782634
Africa,2020-07-11,578216,12988,2.2462194058967584
Africa,2020-07-12,594933,13241,2.2256287682814704
Africa,2020-07-13,611002,13463,2.2034297760072796
Africa,2020-07-14,625452,13762,2.2003287222680559
Africa,2020-07-15,643484,13988,2.1737914229413633
Africa,2020-07-16,663929,14356,2.1622794003575683
Africa,2020-07-17,683468,14672,2.1466988944617746
Africa,2020-07-18,702480,14953,2.1286015260220932
Africa,2020-07-19,721049,15169,2.1037405224887626
Africa,2020-07-20,736561,15423,2.0939202591502943
Africa,2020-07-21,750440,15737,2.0970364053088852
Africa,2020-07-22,770049,16445,2.1355783852715868
Africa,2020-07-23,788518,16713,2.1195457808192075
Africa,2020-07-24,810613,17104,2.1100081049773443
Africa,2020-07-25,828757,17521,2.1141299560667361
Africa,2020-07-26,847065,17765,2.0972416520573982
Africa,2020-07-27,860515,18175,2.1121072845912039
Africa,2020-07-28,874016,18497,2.1163228133123422
Africa,2020-07-29,891656,18864,2.1156140933274714
Africa,2020-07-30,909073,19317,2.1249118607636572
Africa,2020-07-31,928075,19680,2.1205182770789
Africa,2020-08-01,944997,19974,2.1136575036746148
Africa,2020-08-02,957731,20304,2.1200107337028875
Africa,2020-08-03,968595,20626,2.1294762000629781
Africa,2020-08-04,978515,21099,2.1562265269311149
Africa,2020-08-05,993874,21638,2.1771371421327053
Africa,2020-08-06,1008204,22069,2.1889419204843463
Africa,2020-08-07,1021693,22508,2.2030101018603436
Africa,2020-08-08,1035915,22920,2.2125367428794833
Africa,2020-08-09,1048272,23279,2.2207022604820126
Africa,2020-08-10,1057404,23598,2.2316919550143561
Africa,2020-08-11,1065279,23865,2.2402581858836981
Africa,2020-08-12,1074535,24274,2.2590236707040723
Africa,2020-08-13,1084940,24682,2.2749645141666819
Africa,2020-08-14,1097484,25098,2.2868670522759329
Africa,2020-08-15,1109296,25338,2.2841513897102308
Africa,2020-08-16,1119254,25633,2.2901861418409046
Africa,2020-08-17,1128106,25897,2.2956176104018593
Africa,2020-08-18,1136758,26312,2.3146527229190381
Africa,2020-08-19,1147648,26640,2.3212692393486503
Africa,2020-08-20,1158260,26977,2.3290970939167375
Africa,2020-08-21,1168533,27329,2.3387443914720421
Africa,2020-08-22,1178966,27603,2.3412888921309012
Africa,2020-08-23,1188019,27785,2.3387673092770402
Africa,2020-08-24,1195531,28005,2.3424737627046057
Africa,2020-08-25,1203068,28288,2.3513217872971439
Africa,2020-08-26,1211924,28607,2.360461547093712
Africa,2020-08-27,1220472,28860,2.3646589188445128
Africa,2020-08-28,1228581,29091,2.3678536457913641
Africa,2020-08-29,1236945,29422,2.3786021205469927
Africa,2020-08-30,1245415,29586,2.3755936776094715
Africa,2020-08-31,1252228,29812,2.3807166107130651
Africa,2020-09-01,1259391,30054,2.3863915178050346
Africa,2020-09-02,1268105,30319,2.3908903442538274
Africa,2020-09-03,1275851,30616,2.3996532510457724
Africa,2020-09-04,1284430,30854,2.4021550415359343
Africa,2020-09-05,1291822,31079,2.4058268089566517
Africa,2020-09-06,1299644,31303,2.4085826580201966
Africa,2020-09-07,1306517,31521,2.4125977694894134
Africa,2020-09-08,1314196,31747,2.4156975063080393
Africa,2020-09-09,1322490,31939,2.4150655203441991
Africa,2020-09-10,1330538,32124,2.4143617093235972
Africa,2020-09-11,1339233,32355,2.41593509120519
Africa,2020-09-12,1346641,32501,2.4134865936801271
Africa,2020-09-13,1353386,32622,2.4103988071400178
Africa,2020-09-14,1359867,32793,2.4114858291288779
Africa,2020-09-15,1366423,33070,2.4201875993012414
Africa,2020-09-16,1373750,33249,2.4203093721565061
Africa,2020-09-17,1382352,33428,2.4181973911131172
Africa,2020-09-18,1390520,33621,2.4178724505940221
Africa,2020-09-19,1399248,33823,2.4172269676283262
Africa,2020-09-20,1407668,33956,2.4122165169628067
Africa,2020-09-21,1413814,34082,2.4106424183096218
Africa,2020-09-22,1420652,34322,2.4159329659902635
Africa,2020-09-23,1429378,34531,2.4158060359121243
Africa,2020-09-24,1437564,34706,2.4142229493782539
Africa,2020-09-25,1445542,34860,2.4115522067155433
Africa,2020-09-26,1451954,35028,2.4124731224267433
Africa,2020-09-27,1460322,35163,2.4078936015481518
Africa,2020-09-28,1465989,35457,2.4186402490059611
Africa,2020-09-29,1473500,35674,2.421038344078724
Africa,2020-09-30,1481930,35863,2.4200198389937446
Africa,2020-10-01,1489195,36080,2.4227854646302194
Africa,2020-10-02,1498044,36229,2.41842028672055
Africa,2020-10-03,1506872,36340,2.411618239638138
Africa,2020-10-04,1514965,36510,2.4099566656655433
Africa,2020-10-05,1519672,36638,2.41091498691823
Africa,2020-10-06,1526267,36826,2.4128150579158167
Africa,2020-10-07,1536821,37095,2.4137489011407314
Africa,2020-10-08,1547725,37393,2.415997674005395
Africa,2020-10-09,1556288,37629,2.4178686721223834
Africa,2020-10-10,1569819,37900,2.4142910743213073
Africa,2020-10-11,1578797,38108,2.413736534842668
Africa,2020-10-12,1584674,38301,2.4169639938561494
Africa,2020-10-13,1592514,38572,2.4220823176436754
Africa,2020-10-14,1604026,38835,2.4210954186528149
Africa,2020-10-15,1613133,39089,2.4231727948036523
Africa,2020-10-16,1623813,39296,2.4199830891857621
Africa,2020-10-17,1638080,39561,2.4150835124047667
Africa,2020-10-18,1646273,39746,2.4143018806722822
Africa,2020-10-19,1655958,39930,2.4112930400408707
Africa,2020-10-20,1665745,40228,2.4150155035734762
Africa,2020-10-21,1676224,40480,2.4149517009659807
Africa,2020-10-22,1687190,40696,2.4120579187880442
Africa,2020-10-23,1697608,40920,2.4104504691306827
Africa,2020-10-24,1709369,41143,2.4069115562526289
Africa,2020-10-25,1718465,41259,2.4009217528433808
Africa,2020-10-26,1729156,41607,2.4062027948895297
Africa,2020-10-27,1737828,41789,2.4046683561319071
Africa,2020-10-28,1749731,42135,2.4080844426943342
Africa,2020-10-29,1760797,42337,2.4044225427462678
Africa,2020-10-30,1774401,42629,2.4024445432571331
Africa,2020-10-31,1785475,42853,2.4000896120080091
Africa,2020-11-01,1795768,43175,2.4042638024510961
Africa,2020-11-02,1803344,43389,2.4060301306905392
Africa,2020-11-03,1814219,43705,2.4090255917284518
Africa,2020-11-04,1828228,43940,2.4034201423454844
Africa,2020-11-05,1843619,44244,2.3998450872984063
Africa,2020-11-06,1855337,44467,2.3967074445235554
Africa,2020-11-07,1870356,44845,2.3976718870632117
Africa,2020-11-08,1882860,45360,2.4091010484050859
Africa,2020-11-09,1891757,45609,2.4109333281177237
Africa,2020-11-10,1904921,45950,2.4121735232064743
Africa,2020-11-11,1918938,46282,2.4118548905696797
Africa,2020-11-12,1934695,46551,2.4061156926543976
Africa,2020-11-13,1949358,46831,2.4023806812294097
Africa,2020-11-14,1963445,47066,2.3971132371927912
Africa,2020-11-15,1976005,47362,2.3968562832583924
Africa,2020-11-16,1986322,47641,2.3984530202051833
Africa,2020-11-17,1999195,48034,2.4026670734970828
Africa,2020-11-18,2014480,48426,2.4038957944481951
Africa,2020-11-19,2028406,48702,2.4009986166477519
Africa,2020-11-20,2044150,49114,2.40266125284348
Africa,2020-11-21,2057507,49428,2.4023247551527165
Africa,2020-11-22,2070302,49718,2.4014853871560766
Africa,2020-11-23,2080377,49987,2.4027856489472819
Africa,2020-11-24,2092881,50331,2.4048667841124267
Africa,2020-11-25,2107527,50646,2.4031008855402565
Africa,2020-11-26,2121460,50944,2.4013650976214493
Africa,2020-11-27,2137499,51264,2.3983169114932918
Africa,2020-11-28,2150900,51499,2.3943000604398157
Africa,2020-11-29,2163977,51723,2.3901825204242004
Africa,2020-11-30,2174318,51992,2.3911865697657837
Africa,2020-12-01,2185155,52250,2.391134724996625
Africa,2020-12-02,2201566,52580,2.3882999646615182
Africa,2020-12-03,2217208,52847,2.3834931138621185
Africa,2020-12-04,2235176,53277,2.3835706897353943
Africa,2020-12-05,2249944,53564,2.3806814747389269
Africa,2020-12-06,2263420,53870,2.3800266852815652
Africa,2020-12-07,2274054,54118,2.3798027663371228
Africa,2020-12-08,2287309,54520,2.3835870011441394
Africa,2020-12-09,2306706,54870,2.3787166635019807
Africa,2020-12-10,2325841,55264,2.3760867574352673
Africa,2020-12-11,2344920,55662,2.3737270354638964
Africa,2020-12-12,2363057,55988,2.369303829742575
Africa,2020-12-13,2379283,56334,2.3676880808209866
Africa,2020-12-14,2390688,56645,2.3694016115862881
Africa,2020-12-15,2408675,57072,2.36943547801177
Africa,2020-12-16,2429803,57418,2.3630722326048659
Africa,2020-12-17,2450322,57814,2.3594450035546348
Africa,2020-12-18,2469642,58310,2.3610709568431374
Africa,2020-12-19,2490910,58759,2.3589370952784328
Africa,2020-12-20,2509336,59099,2.35516487230088
Africa,2020-12-21,2526123,59528,2.3564964968055793
Africa,2020-12-22,2546110,60057,2.3587747583568661
Africa,2020-12-23,2571857,60877,2.3670445129725328
Africa,2020-12-24,2598902,61431,2.3637289901658467
Africa,2020-12-25,2624687,61955,2.3604719343677933
Africa,2020-12-26,2646070,62374,2.35723166809646
Africa,2020-12-27,2664745,62806,2.3569234579668974
Africa,2020-12-28,2679944,63351,2.3638926783544729
Africa,2020-12-29,2700072,64068,2.3728256135391943
Africa,2020-12-30,2730665,64769,2.3719130687945977
Africa,2020-12-31,2760454,65468,2.3716388680992329
Africa,2021-01-01,2788203,66126,2.3716350638744736
Africa,2021-01-02,2811093,66641,2.3706437318153473
Africa,2021-01-03,2833088,67246,2.3735937605891522
Africa,2021-01-04,2854863,67930,2.3794486810750639
Africa,2021-01-05,2881708,68751,2.3857726043027263
Africa,2021-01-06,2917497,69861,2.3945525907995791
Africa,2021-01-07,2952934,70550,2.3891492325937524
Africa,2021-01-08,2989374,71460,2.3904670342352614
Africa,2021-01-09,3024446,72117,2.3844697508237873
Africa,2021-01-10,3056084,72711,2.3792212517718752
Africa,2021-01-11,3084082,73392,2.3797032634022051
Africa,2021-01-12,3110152,74467,2.39432027759415
Africa,2021-01-13,3144213,75688,2.4072160505665487
Africa,2021-01-14,3178460,76741,2.4144082354347707
Africa,2021-01-15,3210018,77646,2.4188649409442564
Africa,2021-01-16,3237546,78308,2.4187455560476976
Africa,2021-01-17,3264174,78906,2.4173343700427732
Africa,2021-01-18,3286590,79632,2.4229368433543579
Africa,2021-01-19,3310074,80834,2.4420602077174105
Africa,2021-01-20,3338410,81756,2.4489502487711214
Africa,2021-01-21,3366360,82782,2.4590952839268527
Africa,2021-01-22,3392340,83755,2.4689447402088236
Africa,2021-01-23,3419704,84537,2.4720560609924136
Africa,2021-01-24,3439885,85184,2.4763618551201563
Africa,2021-01-25,3456519,85955,2.4867503983053472
Africa,2021-01-26,3475126,86938,2.5017222397115959
Africa,2021-01-27,3495987,87989,2.51685718510967
Africa,2021-01-28,3516765,88985,2.5303083942202562
Africa,2021-01-29,3535971,89831,2.5404902924826023
Africa,2021-01-30,3553839,90445,2.5449943005296527
Africa,2021-01-31,3569601,90970,2.5484641000492769
Africa,2021-02-01,3582291,91479,2.5536451393814739
Africa,2021-02-02,3597115,92363,2.5676966124241232
Africa,2021-02-03,3612577,93073,2.5763603101055006
Africa,2021-02-04,3629043,93640,2.5802945845502521
Africa,2021-02-05,3644975,94187,2.5840232100357343
Africa,2021-02-06,3658315,94734,2.5895528405837114
Africa,2021-02-07,3670256,95091,2.5908546978739357
Africa,2021-02-08,3681607,95535,2.5949266176427845
Africa,2021-02-09,3692899,96234,2.6059201727423362
Africa,2021-02-10,3706026,96770,2.61115275499956
Africa,2021-02-11,3717944,97265,2.6160964231844268
Africa,2021-02-12,3731845,97830,2.621491514250994
Africa,2021-02-13,3742776,98181,2.623213358213262
Africa,2021-02-14,3753191,98475,2.6237673489039057
Africa,2021-02-15,3763031,98945,2.6293963562883218
Africa,2021-02-16,3773025,99410,2.6347559319113976
Africa,2021-02-17,3785191,99812,2.6369078865505071
Africa,2021-02-18,3799239,100325,2.6406604059391894
Africa,2021-02-19,3810283,100709,2.6430845162944592
Africa,2021-02-20,3819822,100999,2.6440760852207248
Africa,2021-02-21,3829333,101336,2.6463094225547894
Africa,2021-02-22,3838352,101671,2.64881907652034
Africa,2021-02-23,3846104,102142,2.65572641821438
Africa,2021-02-24,3856590,102468,2.6569586085116645
Africa,2021-02-25,3868956,102825,2.657693703417666
Africa,2021-02-26,3880035,103142,2.6582749897874631
Africa,2021-02-27,3887867,103481,2.6616394027882126
Africa,2021-02-28,3897281,103706,2.660983388162157
Africa,2021-03-01,3906070,104021,2.663060313819261
Africa,2021-03-02,3913621,104384,2.6671974624011883
Africa,2021-03-03,3924485,104660,2.6668467327560177
Africa,2021-03-04,3937063,104991,2.6667340603896865
Africa,2021-03-05,3945600,105216,2.666666666666667
Africa,2021-03-06,3955555,105481,2.6666548689122007
Africa,2021-03-07,3964028,105712,2.666782373888378
Africa,2021-03-08,3973315,106091,2.6700878233918024
Africa,2021-03-09,3981120,106380,2.6721123703882323
Africa,2021-03-10,3991541,106681,2.6726770437783305
Africa,2021-03-11,4006762,107004,2.6705853754228475
Africa,2021-03-12,4016631,107232,2.6697000545979952
Africa,2021-03-13,4026961,107526,2.6701525045809977
Africa,2021-03-14,4035519,107777,2.6707097649645557
Africa,2021-03-15,4044037,108086,2.6727252990019625
Africa,2021-03-16,4053080,108394,2.674361226524026
Africa,2021-03-17,4064067,108671,2.6739470584515463
Africa,2021-03-18,4075369,108932,2.6729358740276035
Africa,2021-03-19,4087990,109477,2.6780153571804237
Africa,2021-03-20,4097237,109674,2.6767794979885227
Africa,2021-03-21,4106372,109903,2.6764014560785041
Africa,2021-03-22,4116081,110163,2.67640505616872
Africa,2021-03-23,4124678,110485,2.6786333381660339
Africa,2021-03-24,4135500,110805,2.679361624954661
Africa,2021-03-25,4148074,111193,2.680593451322228
Africa,2021-03-26,4166506,111535,2.6769432229306762
Africa,2021-03-27,4176105,111728,2.6754116575134006
Africa,2021-03-28,4185014,111911,2.6740890233581056
Africa,2021-03-29,4194759,112225,2.6753622794539567
Africa,2021-03-30,4204543,112502,2.6757248052879943
Africa,2021-03-31,4217242,112755,2.6736668182665353
Africa,2021-04-01,4239521,113165,2.6692874029872713
Africa,2021-04-02,4252592,113411,2.6668676421344912
Africa,2021-04-03,4261395,113579,2.6653009167185866
Africa,2021-04-04,4270946,113851,2.6657091894863574
Africa,2021-04-05,4280169,114081,2.6653386817202778
Africa,2021-04-06,4289781,114317,2.6648679734466629
Africa,2021-04-07,4301440,114584,2.663852105341467
Africa,2021-04-08,4318253,114935,2.6616087570598572
Africa,2021-04-09,4330814,115198,2.6599618455098741
Africa,2021-04-10,4340528,115421,2.6591465370111655
Africa,2021-04-11,4350270,115710,2.659834906798888
Africa,2021-04-12,4360482,115970,2.6595683688179426
Africa,2021-04-13,4370255,116377,2.6629338562623919
Africa,2021-04-14,4384177,116745,2.66287150359121
Africa,2021-04-15,4396821,117059,2.6623553699365972
Africa,2021-04-16,4408875,117366,2.6620396359615546
Africa,2021-04-17,4422234,117646,2.6603295981171509
Africa,2021-04-18,4431585,117898,2.6604025422055542
Africa,2021-04-19,4440334,118197,2.6618943529923649
Africa,2021-04-20,4450456,118608,2.6650752192584308
Africa,2021-04-21,4462323,118919,2.6649572431220241
Africa,2021-04-22,4474793,119225,2.6643690557306225
Africa,2021-04-23,4486858,119603,2.6656292666271142
Africa,2021-04-24,4497010,119840,2.6648817770029423
Africa,2021-04-25,4506469,120131,2.6657456203515437
Africa,2021-04-26,4513330,120427,2.6682516013675048
Africa,2021-04-27,4523129,120793,2.6705627896086979
Africa,2021-04-28,4532627,121133,2.6724678646621483
Africa,2021-04-29,4548225,121529,2.6720094102644438
Africa,2021-04-30,4557665,121782,2.6720261361903521
Africa,2021-05-01,4565640,122066,2.6735791696235358
Africa,2021-05-02,4571864,122297,2.6749920820041893
Africa,2021-05-03,4578772,122554,2.6765691761895987
Africa,2021-05-04,4586043,122889,2.6796303479928123
Africa,2021-05-05,4595670,123233,2.6815023707098202
Africa,2021-05-06,4608947,123616,2.6820876872743384
Africa,2021-05-07,4618317,123905,2.6829037504354938
Africa,2021-05-08,4624709,124137,2.6842121309686728
Africa,2021-05-09,4634434,124394,2.6841249654218835
Africa,2021-05-10,4641423,124745,2.6876455776601271
Africa,2021-05-11,4648679,125059,2.6902051098817532
Africa,2021-05-12,4657710,125365,2.6915587273574353
Africa,2021-05-13,4666348,125595,2.6915052199278753
Africa,2021-05-14,4674516,125846,2.6921717670877583
Africa,2021-05-15,4681507,126086,2.6932780405967565
Africa,2021-05-16,4688660,126309,2.6939253432750507
Africa,2021-05-17,4695989,126567,2.69521500156836
Africa,2021-05-18,4706665,126889,2.6959428809996036
Africa,2021-05-19,4716849,127244,2.6976483665260433
Africa,2021-05-20,4728357,127614,2.6989078870313725
Africa,2021-05-21,4738523,127986,2.7009682130908725
Africa,2021-05-22,4748511,128195,2.6996883865279031
Africa,2021-05-23,4756650,128396,2.699294671670188
Africa,2021-05-24,4765148,128676,2.700356840962757
Africa,2021-05-25,4770971,128955,2.7029089047072388
Africa,2021-05-26,4785177,129259,2.7012375926742105
Africa,2021-05-27,4796870,129549,2.7006985805327224
Africa,2021-05-28,4809318,129849,2.6999462293822116
Africa,2021-05-29,4821185,130102,2.698548178507981
Africa,2021-05-30,4827149,130303,2.6993780386725166
Africa,2021-05-31,4840335,130634,2.698862785323743
Africa,2021-06-01,4850455,130954,2.6998291912820549
Africa,2021-06-02,4864277,131265,2.6985510899153153
Africa,2021-06-03,4879108,131516,2.6954927007149667
Africa,2021-06-04,4894045,131794,2.6929462234205039
Africa,2021-06-05,4906753,132052,2.6912298214318104
Africa,2021-06-06,4919482,132300,2.689307532784956
Africa,2021-06-07,4930888,132578,2.688724627288229
Africa,2021-06-08,4943882,132992,2.690031841374855
Africa,2021-06-09,4962399,133356,2.6873292534518081
Africa,2021-06-10,4984142,133674,2.6819861873919324
Africa,2021-06-11,5004040,134054,2.6789154363274474
Africa,2021-06-12,5024899,134387,2.6744219137538883
Africa,2021-06-13,5041812,134659,2.6708453230703566
Africa,2021-06-14,5057434,134995,2.6692389856199803
Africa,2021-06-15,5077285,135470,2.6681582775046113
Africa,2021-06-16,5103584,135887,2.6625798654435786
Africa,2021-06-17,5130862,136270,2.6558890104625696
Africa,2021-06-18,5154967,136661,2.651054798216943
Africa,2021-06-19,5178707,137078,2.6469541528416261
Africa,2021-06-20,5201715,137458,2.642551543096844
Africa,2021-06-21,5225514,137947,2.6398742783963454
Africa,2021-06-22,5248270,138582,2.6405272594588314
Africa,2021-06-23,5281149,139088,2.633669301888661
Africa,2021-06-24,5315211,139635,2.6270829135475524
Africa,2021-06-25,5350294,140163,2.6197251964097674
Africa,2021-06-26,5384903,140655,2.612024766277127
Africa,2021-06-27,5412413,141103,2.6070257387970948
Africa,2021-06-28,5437341,141633,2.6048209961449906
Africa,2021-06-29,5465715,142154,2.6008308153645037
Africa,2021-06-30,5504517,142935,2.5966855947579051
Africa,2021-07-01,5547435,143728,2.5908911055289514
Africa,2021-07-02,5590594,144411,2.5831065536148756
Africa,2021-07-03,5634070,144899,2.5718352807118121
Africa,2021-07-04,5665813,145525,2.5684751685239169
Africa,2021-07-05,5694101,147038,2.5822864750730625
Africa,2021-07-06,5730971,147872,2.5802259337902771
Africa,2021-07-07,5775395,148686,2.5744732611362511
Africa,2021-07-08,5822709,149596,2.56918214528667
Africa,2021-07-09,5869318,150470,2.5636709409849661
Africa,2021-07-10,5914784,151160,2.5556300957059461
Africa,2021-07-11,5950237,151769,2.5506378989609995
Africa,2021-07-12,5984742,152397,2.5464255601995873
Africa,2021-07-13,6023217,153482,2.5481731772240646
Africa,2021-07-14,6067426,154541,2.5470603184942018
Africa,2021-07-15,6116036,155442,2.5415481530847757
Africa,2021-07-16,6157434,156446,2.54076616980385
Africa,2021-07-17,6196482,157219,2.5372299959880462
Africa,2021-07-18,6232495,157893,2.5333835005082235
Africa,2021-07-19,6262730,158616,2.5326974019317454
Africa,2021-07-20,6296298,159664,2.535839313831715
Africa,2021-07-21,6329697,160590,2.5370882682062033
Africa,2021-07-22,6368329,161583,2.5372903943876013
Africa,2021-07-23,6399995,162382,2.5372207322036973
Africa,2021-07-24,6435571,163456,2.5398834073930661
Africa,2021-07-25,6468603,164341,2.540594932166961
Africa,2021-07-26,6502405,165239,2.5411982181977284
Africa,2021-07-27,6533847,166100,2.5421470689472829
Africa,2021-07-28,6582471,167111,2.5387274778726714
Africa,2021-07-29,6630107,168401,2.5399439254901917
Africa,2021-07-30,6673130,169201,2.535556777704016
Africa,2021-07-31,6709345,170068,2.5347928896188825
Africa,2021-08-01,6743555,170988,2.5355765616206885
Africa,2021-08-02,6777721,171859,2.5356458313937678
Africa,2021-08-03,6810425,172864,2.5382263221458277
