location,date,total_cases,total_deaths,DeathPercentage
North America,2021-01-05,24364439,526777,2.1620731755818388
North America,2021-01-06,24656436,532116,2.1581221227593477
North America,2021-01-07,24974223,537479,2.1521350233799064
North America,2021-01-08,25310206,542984,2.1453163992422661
North America,2021-01-09,25607392,547597,2.1384333086321323
North America,2021-01-10,25840566,550413,2.1300346130189252
North America,2021-01-11,26067168,553157,2.1220448650194759
North America,2021-01-12,26320617,559148,2.1243726923270834
North America,2021-01-13,26582439,564710,2.1243724099206998
North America,2021-01-14,26849736,569783,2.1221176997792455
North America,2021-01-15,27130141,574995,2.1193955460828606
North America,2021-01-16,27382525,580007,2.118164778449029
North America,2021-01-17,27580905,582712,2.112737054857337
North America,2021-01-18,27742887,585099,2.1090054542629253
North America,2021-01-19,27932065,589360,2.1099764732754274
North America,2021-01-20,28153376,595641,2.1157000851336623
North America,2021-01-21,28381791,601831,2.1204828123778374
North America,2021-01-22,28607257,607361,2.1231011417837089
North America,2021-01-23,28816598,612616,2.1259136834958796
North America,2021-01-24,28976682,615197,2.1230760650926146
North America,2021-01-25,29126142,617879,2.1213897810427484
North America,2021-01-26,29305566,623866,2.1288310896298674
North America,2021-01-27,29490513,629804,2.1356156130617325
North America,2021-01-28,29687241,635472,2.1405559378185397
North America,2021-01-29,29879235,640752,2.144472574348038
North America,2021-01-30,30055732,645379,2.1472742703455032
North America,2021-01-31,30183973,647984,2.1467816711868912
North America,2021-02-01,30323454,650548,2.1453624643155758
North America,2021-02-02,30454588,654705,2.1497746086730838
North America,2021-02-03,30602076,660570,2.1585790454216247
North America,2021-02-04,30737622,664758,2.1626851940595793
North America,2021-02-05,30905415,671727,2.1734928976038663
North America,2021-02-06,31044314,676179,2.1781090089476609
North America,2021-02-07,31146625,678238,2.1775649849702816
North America,2021-02-08,31241801,680414,2.1778962102728969
North America,2021-02-09,31355634,685383,2.1858368419531877
North America,2021-02-10,31471209,690303,2.1934429020505695
North America,2021-02-11,31598049,695169,2.2000377301775815
North America,2021-02-12,31717713,699515,2.205439591435864
North America,2021-02-13,31825773,703173,2.2094451562888984
North America,2021-02-14,31903746,704915,2.2095054292370557
North America,2021-02-15,31968817,706443,2.2097877441007592
North America,2021-02-16,32045553,709558,2.2142167432716793
North America,2021-02-17,32131113,713167,2.2195527431620561
North America,2021-02-18,32221562,716980,2.2251559375054506
North America,2021-02-19,32312774,720547,2.2299137796092654
North America,2021-02-20,32401487,723435,2.2327216031782742
North America,2021-02-21,32466579,725085,2.23332738567867
North America,2021-02-22,32532173,726875,2.2343266156859549
North America,2021-02-23,32622104,730530,2.2393711944514676
North America,2021-02-24,32713725,734903,2.2464668881333449
North America,2021-02-25,32806840,738334,2.2505489708853395
North America,2021-02-26,32897271,741375,2.2536063857698108
North America,2021-02-27,32982593,743810,2.2551592593099032
North America,2021-02-28,33042467,745458,2.2560603601419955
North America,2021-03-01,33102713,747312,2.2575551435920072
North America,2021-03-02,33176760,750368,2.2617277877646882
North America,2021-03-03,33258998,753912,2.266791080116124
North America,2021-03-04,33342840,756774,2.2696746887787604
North America,2021-03-05,33424586,759321,2.2717439192814535
North America,2021-03-06,33498762,761686,2.2737735800505106
North America,2021-03-07,33549220,762728,2.2734597108367947
North America,2021-03-08,33602291,763853,2.2732170255891182
North America,2021-03-09,33673225,766599,2.2765832497481306
North America,2021-03-10,33745523,768942,2.278648933667438
North America,2021-03-11,33821973,771255,2.2803371051121117
North America,2021-03-12,33900553,773484,2.2816264973612674
North America,2021-03-13,33969747,775177,2.2819628300440389
North America,2021-03-14,34017021,775972,2.2811286149954166
North America,2021-03-15,34076580,777012,2.2801936109785665
North America,2021-03-16,34141075,778552,2.2803968533503998
North America,2021-03-17,34215183,780649,2.2815865108773496
North America,2021-03-18,34292528,783076,2.2835178555515068
North America,2021-03-19,34370204,784832,2.283466225571428
North America,2021-03-20,34442545,786297,2.2829236341275014
North America,2021-03-21,34486593,787298,2.2829103472181203
North America,2021-03-22,34543841,788151,2.2815963054021697
North America,2021-03-23,34612288,790007,2.2824466270475967
North America,2021-03-24,34715266,792136,2.2818088157527008
North America,2021-03-25,34798239,794154,2.2821672096682821
North America,2021-03-26,34891741,796079,2.2815685809429804
North America,2021-03-27,34969073,797541,2.2807038665280031
North America,2021-03-28,35024523,798233,2.2790688684040035
North America,2021-03-29,35100990,799153,2.2767249584698326
North America,2021-03-30,35178052,800956,2.2768628575567518
North America,2021-03-31,35263753,802688,2.2762409888703568
North America,2021-04-01,35357038,804347,2.2749275547346475
North America,2021-04-02,35442158,805503,2.2727256054780862
North America,2021-04-03,35518251,806481,2.270610115346051
North America,2021-04-04,35564974,806997,2.2690779979200886
North America,2021-04-05,35643756,807792,2.2662931482305066
North America,2021-04-06,35730546,809338,2.265115120267124
North America,2021-04-07,35823765,812663,2.2685024871059758
North America,2021-04-08,35923539,814333,2.2668507131215554
North America,2021-04-09,36030044,816282,2.2655592649290131
North America,2021-04-10,36120020,819318,2.2683210031445165
North America,2021-04-11,36180468,819833,2.2659546581873955
North America,2021-04-12,36257186,820771,2.2637471093316508
North America,2021-04-13,36358914,822362,2.261789227257998
North America,2021-04-14,36454594,823978,2.260285768098254
North America,2021-04-15,36549519,825446,2.2584319098700041
North America,2021-04-16,36652224,826929,2.2561495859023455
North America,2021-04-17,36724476,828304,2.2554549178591414
North America,2021-04-18,36780483,828859,2.2535294057992661
North America,2021-04-19,36855523,829595,2.2509380751427677
North America,2021-04-20,36936087,831155,2.2502519013451532
North America,2021-04-21,37019004,832718,2.249433831337007
North America,2021-04-22,37107175,834368,2.2485354921251752
North America,2021-04-23,37189043,835711,2.2471968423602622
North America,2021-04-24,37260374,836925,2.2461529774231468
North America,2021-04-25,37307886,837448,2.2446943254838936
North America,2021-04-26,37364919,838219,2.2433315056831784
North America,2021-04-27,37434041,839491,2.2425871681873724
North America,2021-04-28,37508618,840988,2.2421193977341423
North America,2021-04-29,37590995,842588,2.2414623502251008
North America,2021-04-30,37668682,844006,2.2406040115765133
North America,2021-05-01,37731868,845137,2.2398493496266871
North America,2021-05-02,37772244,845624,2.2387444071366267
North America,2021-05-03,37835734,846419,2.2370888853378661
North America,2021-05-04,37894616,847854,2.2373996348188352
North America,2021-05-05,37959087,849128,2.236955804548197
North America,2021-05-06,38023249,850272,2.2361897585343118
North America,2021-05-07,38089953,851709,2.2360463400939352
North America,2021-05-08,38139815,852744,2.2358367496014333
North America,2021-05-09,38172517,853172,2.2350425569264925
North America,2021-05-10,38221973,853877,2.2339950896830993
North America,2021-05-11,38273248,855071,2.2341218597386874
North America,2021-05-12,38328525,856354,2.2342472088346734
North America,2021-05-13,38384551,857595,2.2342191784397842
North America,2021-05-14,38444508,858652,2.2334841689221254
North America,2021-05-15,38489696,859570,2.2332470487685847
North America,2021-05-16,38517040,860007,2.2327961857920546
North America,2021-05-17,38557705,860634,2.2320674946810244
North America,2021-05-18,38601390,861887,2.2327874721609766
North America,2021-05-19,38646644,862824,2.23259747987432
North America,2021-05-20,38693343,863932,2.2327664993949994
North America,2021-05-21,38737961,864903,2.2327014062510928
North America,2021-05-22,38770193,865857,2.2333058801125905
North America,2021-05-23,38792339,866179,2.2328609780400197
North America,2021-05-24,38826106,866896,2.2327657581731222
North America,2021-05-25,38864953,867982,2.2333283151017831
North America,2021-05-26,38904142,869428,2.23479546213871
North America,2021-05-27,38945386,871356,2.2373792880111649
North America,2021-05-28,38982541,872455,2.2380660101146308
North America,2021-05-29,39005972,873310,2.2389135694400846
North America,2021-05-30,39020578,873591,2.2387956426478355
North America,2021-05-31,39039798,874061,2.2388973426553078
North America,2021-06-01,39077425,879105,2.2496492540130268
North America,2021-06-02,39108215,880142,2.250529716071163
North America,2021-06-03,39140879,881130,2.2511758103337436
North America,2021-06-04,39171697,882020,2.2516767654972925
North America,2021-06-05,39196636,882897,2.2524815649996084
North America,2021-06-06,39210126,883196,2.2524691708463265
North America,2021-06-07,39234518,883718,2.252399277595305
North America,2021-06-08,39261001,884473,2.2528029787116228
North America,2021-06-09,39293840,885418,2.2533252031361659
North America,2021-06-10,39322273,886193,2.2536667704839952
North America,2021-06-11,39361012,887112,2.2537835155254644
North America,2021-06-12,39382040,887769,2.2542483832731874
North America,2021-06-13,39394516,888024,2.2541817749455277
North America,2021-06-14,39416534,888412,2.2539069518390429
North America,2021-06-15,39441758,889122,2.2542656440415256
North America,2021-06-16,39467292,889844,2.2546365734948322
North America,2021-06-17,39492047,890401,2.2546336987799087
North America,2021-06-18,39526866,891326,2.2549877847639124
North America,2021-06-19,39544885,891684,2.254865578696208
North America,2021-06-20,39560894,892097,2.2549970685697853
North America,2021-06-21,39581368,892569,2.2550231209795477
North America,2021-06-22,39605103,893411,2.2557976935446931
North America,2021-06-23,39633063,894343,2.25655786432656
North America,2021-06-24,39662761,895074,2.2567112763531516
North America,2021-06-25,39704219,896053,2.2568206164689952
North America,2021-06-26,39727141,896512,2.2566738442114422
North America,2021-06-27,39740760,896733,2.2564565951934488
North America,2021-06-28,39765949,897068,2.2558697140611432
North America,2021-06-29,39789637,897826,2.256431743772882
North America,2021-06-30,39820816,898563,2.2565157881244824
North America,2021-07-01,39853110,899241,2.2563885227526783
North America,2021-07-02,39901348,900042,2.2556681543691206
North America,2021-07-03,39924251,900434,2.2553560240867134
North America,2021-07-04,39938292,900625,2.2550413522941839
North America,2021-07-05,39959759,901002,2.254773358367852
North America,2021-07-06,40001909,901728,2.2542124177123646
North America,2021-07-07,40042219,902423,2.2536787983702897
North America,2021-07-08,40086036,903065,2.2528169160951705
North America,2021-07-09,40157987,903902,2.2508648155098014
North America,2021-07-10,40190723,904380,2.2502207785612618
North America,2021-07-11,40217962,904682,2.2494476472974938
North America,2021-07-12,40260604,905109,2.2481257360172742
North America,2021-07-13,40314940,905889,2.2470305053163915
North America,2021-07-14,40373650,906642,2.2456280271910023
North America,2021-07-15,40433406,907434,2.2442680193699238
North America,2021-07-16,40539319,908393,2.2407702507286813
North America,2021-07-17,40576894,908828,2.2397672921934344
North America,2021-07-18,40610385,909113,2.2386219682477773
North America,2021-07-19,40679113,909650,2.2361598690708915
North America,2021-07-20,40746738,910411,2.2343162782748403
North America,2021-07-21,40826696,911293,2.232100780332555
North America,2021-07-22,40916459,912249,2.2295404399486278
North America,2021-07-23,41054070,913006,2.2239110519371161
North America,2021-07-24,41128503,913961,2.2222082821735571
North America,2021-07-25,41175245,914294,2.2204943771433538
North America,2021-07-26,41275722,914900,2.2165572294531879
North America,2021-07-27,41376776,916136,2.2141309414730621
North America,2021-07-28,41488707,917275,2.2109028367647126
North America,2021-07-29,41598912,918163,2.2071803224084321
North America,2021-07-30,41829604,919729,2.1987513914786283
North America,2021-07-31,41906912,920510,2.1965588874694468
North America,2021-08-01,41971256,921066,2.1945161707812604
North America,2021-08-02,42101954,921867,2.1896062116261872
North America,2021-08-03,42239458,923317,2.1859110976281939
North America,2021-08-04,42384444,924790,2.1819090041619988
North America,2021-08-05,42535061,926191,2.1774765998337231
North America,2021-08-06,42828084,928153,2.1671597543331611
North America,2021-08-07,42927774,929151,2.1644518534783566
North America,2021-08-08,42983782,929648,2.1627878161116674
North America,2021-08-09,43167140,930644,2.1559084062553135
North America,2021-08-10,43325151,932526,2.1523894977307756
North America,2021-08-11,43527393,934346,2.1465700920797164
North America,2021-08-12,43715816,936188,2.141531568345882
North America,2021-08-13,43988729,938092,2.13257355082935
North America,2021-08-14,44101852,939312,2.1298697388037127
North America,2021-08-15,44161740,939724,2.1279143439547443
North America,2021-08-16,44396407,941495,2.1206558449651114
North America,2021-08-17,44583073,943612,2.1165252561213084
North America,2021-08-18,44803864,946031,2.1114942229089886
North America,2021-08-19,45005584,948867,2.1083317127936834
North America,2021-08-20,45292722,951351,2.1004500458153075
North America,2021-08-21,45423093,952958,2.0979592913234684
North America,2021-08-22,45488614,953535,2.0962058769255973
North America,2021-08-23,45729130,955548,2.0895827233100652
North America,2021-08-24,45925164,958170,2.0863725168188836
North America,2021-08-25,46149528,960936,2.0822228127663625
North America,2021-08-26,46378618,964334,2.0792641988599145
North America,2021-08-27,46658283,967185,2.07291168429837
North America,2021-08-28,46771574,968806,2.0713564183236595
North America,2021-08-29,46841522,969536,2.0698217278251549
North America,2021-08-30,47100489,971810,2.0632694492832124
North America,2021-08-31,47310289,974285,2.0593511910273894
North America,2021-09-01,47543137,977901,2.0568710053777055
North America,2021-09-02,47762482,982245,2.0565200108319326
North America,2021-09-03,48036947,985129,2.050773543122963
North America,2021-09-04,48154248,986620,2.0488742758478962
North America,2021-09-05,48239406,987506,2.0470940293087359
North America,2021-09-06,48357480,988799,2.0447694958463507
North America,2021-09-07,48611252,992350,2.0413997977258433
North America,2021-09-08,48828223,995879,2.039556098529328
North America,2021-09-09,49031692,1000095,2.0396909819061517
North America,2021-09-10,49298738,1002911,2.0343543074064088
North America,2021-09-11,49430444,1005325,2.033817458730494
North America,2021-09-12,49497187,1006102,2.0326448046431409
North America,2021-09-13,49736617,1008753,2.0281898143574986
North America,2021-09-14,49920915,1011998,2.0272024260773263
North America,2021-09-15,50130789,1015964,2.0266267901747965
North America,2021-09-16,50315648,1020103,2.0274070603244541
North America,2021-09-17,50555130,1023081,2.02369373790553
North America,2021-09-18,50646563,1024267,2.0223820518679618
North America,2021-09-19,50721291,1025781,2.0223874033490197
North America,2021-09-20,50926739,1028674,2.0199094232206778
North America,2021-09-21,51082530,1032233,2.0207162801059382
North America,2021-09-22,51247398,1036067,2.02169678936675
North America,2021-09-23,51409335,1040404,2.0237647501178531
North America,2021-09-24,51616740,1043727,2.0220707468158587
North America,2021-09-25,51690631,1044731,2.0211225512027511
North America,2021-09-26,51769059,1046230,2.0209561854311473
North America,2021-09-27,51955524,1048996,2.0190268892293339
North America,2021-09-28,52097496,1052569,2.0203830909646792
North America,2021-09-29,52248115,1056087,2.0212920600102033
North America,2021-09-30,52383593,1059674,2.0229120213269831
North America,2021-10-01,52564658,1062637,2.0215807358624875
North America,2021-10-02,52631276,1064293,2.0221683396009626
North America,2021-10-03,52683937,1064963,2.0214187865269064
North America,2021-10-04,52852437,1067706,2.0201641789951896
North America,2021-10-05,52962543,1069849,2.0200106327975984
North America,2021-10-06,53100692,1073618,2.0218531238726607
North America,2021-10-07,53232793,1077546,2.0242146603128641
North America,2021-10-08,53384217,1080048,2.0231597664905339
North America,2021-10-09,53432251,1080625,2.022420878356781
North America,2021-10-10,53488321,1081714,2.0223368013365013
North America,2021-10-11,53596553,1083334,2.0212755100127429
North America,2021-10-12,53729457,1086459,2.022091903888029
North America,2021-10-13,53855555,1090364,2.0246082321498684
North America,2021-10-14,53961769,1093136,2.0257601265814693
North America,2021-10-15,54087510,1095570,2.025550815705881
North America,2021-10-16,54139989,1096607,2.0255028127176016
North America,2021-10-17,54179398,1097273,2.0252587524136016
North America,2021-10-18,54291752,1099430,2.02504056233072
North America,2021-10-19,54387841,1102059,2.0262966496500572
North America,2021-10-20,54494417,1105856,2.0293014603679493
North America,2021-10-21,54584733,1108342,2.030498161454779
North America,2021-10-22,54697233,1110744,2.0307133269428821
North America,2021-10-23,54740584,1111728,2.0309027028283073
North America,2021-10-24,54764347,1112061,2.0306295261769485
North America,2021-10-25,54887625,1113995,2.0295922805914812
North America,2021-10-26,54963165,1115741,2.0299795326560979
North America,2021-10-27,55078456,1118366,2.0304962797068966
North America,2021-10-28,55171606,1121155,2.0321231903236603
North America,2021-10-29,55278081,1123339,2.0321599080112782
North America,2021-10-30,55321551,1124168,2.0320616101309237
North America,2021-10-31,55359271,1124578,2.031417646377605
North America,2021-11-01,55478875,1126051,2.0296932841554556
North America,2021-11-02,55554380,1127608,2.02973734924231
North America,2021-11-03,55650796,1129992,2.0305046490260446
North America,2021-11-04,55742152,1131517,2.0299126592744394
North America,2021-11-05,55849983,1134050,2.0305288186032215
North America,2021-11-06,55899889,1135155,2.030692762198508
North America,2021-11-07,55941767,1135508,2.0298035991605343
North America,2021-11-08,56060972,1136953,2.0280650859924441
North America,2021-11-09,56150026,1138898,2.0283125069256425
North America,2021-11-10,56253174,1140740,2.0278677964020306
North America,2021-11-11,56324813,1142273,2.0280102838512755
North America,2021-11-12,56476694,1144876,2.0271654002976871
North America,2021-11-13,56528966,1145770,2.0268723825587047
North America,2021-11-14,56568380,1146251,2.0263104582454012
North America,2021-11-15,56711699,1147742,2.0238187538694619
North America,2021-11-16,56805446,1149226,2.023091236709945
North America,2021-11-17,56929426,1151352,2.0224198290704707
North America,2021-11-18,57049879,1153152,2.0213049005765638
North America,2021-11-19,57184230,1155063,2.019897793500061
North America,2021-11-20,57238911,1155805,2.0192644825126038
North America,2021-11-21,57285777,1156293,2.0184643738008474
North America,2021-11-22,57440090,1157814,2.0156897386476937
North America,2021-11-23,57537689,1159276,2.0148115437865433
North America,2021-11-24,57659396,1161403,2.0142475998187703
North America,2021-11-25,57714894,1162568,2.0143292648168076
North America,2021-11-26,57778123,1163181,2.0131858558298963
North America,2021-11-27,57810049,1163571,2.0127486831917407
North America,2021-11-28,57860190,1164110,2.0119360133452724
North America,2021-11-29,58054040,1166228,2.0088662218856776
North America,2021-11-30,58176550,1167959,2.0076113141807137
North America,2021-12-01,58326501,1170595,2.0069693534333561
North America,2021-12-02,58471309,1174585,2.0088228228309375
North America,2021-12-03,58643038,1176724,2.0065877214614973
North America,2021-12-04,58713992,1177445,2.0053908104221563
North America,2021-12-05,58777340,1178183,2.004485061760195
North America,2021-12-06,58962621,1179807,2.0009405619875684
North America,2021-12-07,59081280,1181454,1.9997095526704904
North America,2021-12-08,59240975,1183636,1.9980022273434899
North America,2021-12-09,59379531,1185870,1.9971023348096164
North America,2021-12-10,59543331,1187756,1.9947758717092936
North America,2021-12-11,59610703,1188619,1.99396910316592
North America,2021-12-12,59671715,1189252,1.9929911516704355
North America,2021-12-13,59864920,1190759,1.9890764073517513
North America,2021-12-14,59987416,1192455,1.9878419167113317
North America,2021-12-15,60147995,1195255,1.9871900966939964
North America,2021-12-16,60302300,1196786,1.9846440351363051
North America,2021-12-17,60507651,1198722,1.9811081411836664
North America,2021-12-18,60600113,1199645,1.9796085198719018
North America,2021-12-19,60701758,1200245,1.9772821077109495
North America,2021-12-20,60960597,1201976,1.9717260971049873
North America,2021-12-21,61156566,1204012,1.968737093577164
North America,2021-12-22,61425615,1208522,1.9674560848922718
North America,2021-12-23,61728418,1210192,1.9605103114743683
North America,2021-12-24,62011620,1211279,1.9533097184043895
North America,2021-12-25,62124447,1211645,1.9503513648982662
North America,2021-12-26,62323067,1212042,1.9447727115226854
North America,2021-12-27,62849263,1213919,1.9314769053059542
North America,2021-12-28,63247340,1216374,1.9232018295156761
North America,2021-12-29,63815485,1218928,1.9100818555245642
North America,2021-12-30,64461913,1220690,1.8936608350422366
North America,2021-12-31,65047446,1221792,1.878308950054703
North America,2022-01-01,65285071,1222331,1.8722978795565681
North America,2022-01-02,65609424,1222802,1.8637596940341985
North America,2022-01-03,66703102,1224751,1.8361230036947906
North America,2022-01-04,67597724,1227280,1.8155640861517763
North America,2022-01-05,68341055,1229742,1.799419104665563
North America,2022-01-06,69270432,1232048,1.7786059137035553
North America,2022-01-07,70241613,1234706,1.7577984719684612
North America,2022-01-08,70721902,1235852,1.7474812823897186
North America,2022-01-09,71265000,1236582,1.7351883813933908
North America,2022-01-10,72732204,1238733,1.7031423934300134
North America,2022-01-11,73628803,1241639,1.6863495662152759
North America,2022-01-12,74587961,1244832,1.6689449387147077
North America,2022-01-13,75547379,1247678,1.651517255151896
North America,2022-01-14,76513793,1250657,1.6345510410129584
North America,2022-01-15,77055919,1252279,1.6251561414769449
North America,2022-01-16,77590780,1253207,1.6151493772842598
North America,2022-01-17,78360519,1254503,1.6009375843975715
North America,2022-01-18,79547707,1257418,1.5807092968751446
North America,2022-01-19,80624797,1261812,1.5650420800439349
North America,2022-01-20,81421331,1265060,1.5537206091607616
North America,2022-01-21,82413518,1269307,1.5401684466376013
North America,2022-01-22,82747666,1270485,1.53537261099304
North America,2022-01-23,83218507,1271798,1.5282634186167268
North America,2022-01-24,84189335,1274292,1.513602643375197
North America,2022-01-25,84796632,1278376,1.5075787444010749
North America,2022-01-26,85524157,1282437,1.49950264929241
North America,2022-01-27,86138971,1286008,1.4929456262021055
North America,2022-01-28,86891603,1291330,1.4861390001056833
North America,2022-01-29,87144425,1293239,1.4840180539374721
North America,2022-01-30,87376713,1293988,1.4809300505501963
North America,2022-01-31,87971874,1297046,1.4743871433271958
North America,2022-02-01,88379495,1301623,1.4727658265076078
North America,2022-02-02,88741704,1305477,1.4710975123939474
North America,2022-02-03,89102591,1308811,1.4688809666601053
North America,2022-02-04,89568810,1314458,1.4675398724176418
North America,2022-02-05,89706677,1316111,1.4671271348062529
North America,2022-02-06,89816778,1316856,1.4661581380708177
North America,2022-02-07,90207200,1320348,1.4636836084037639
North America,2022-02-08,90457915,1323727,1.4633622718365773
North America,2022-02-09,90700155,1328147,1.4643271557804947
North America,2022-02-10,90901827,1331651,1.4649331525536884
North America,2022-02-11,91169288,1335538,1.4648990129219832
North America,2022-02-12,91298225,1337688,1.4651851117587444
North America,2022-02-13,91364912,1338351,1.4648413386530708
North America,2022-02-14,91582271,1341850,1.4651853304664175
North America,2022-02-15,91721680,1344794,1.4661680858876549
North America,2022-02-16,91914048,1349438,1.4681520718138754
North America,2022-02-17,92058352,1353074,1.4698003718337258
North America,2022-02-18,92222158,1355748,1.4700892165199604
North America,2022-02-19,92303608,1357433,1.47061748658839
North America,2022-02-20,92339298,1358117,1.4707898255843357
North America,2022-02-21,92439540,1359206,1.4703729594500363
North America,2022-02-22,92552442,1361675,1.4712469715277745
North America,2022-02-23,92696568,1366140,1.4737762459555137
North America,2022-02-24,92799264,1369682,1.475962136941086
North America,2022-02-25,92906812,1372353,1.4771285016216034
North America,2022-02-26,92974356,1373523,1.4773138089819089
North America,2022-02-27,93002079,1373880,1.4772572987319992
North America,2022-02-28,93126568,1376207,1.4777812922301614
North America,2022-03-01,93200986,1378538,1.4791023777366474
North America,2022-03-02,93267506,1380764,1.4804341396241474
North America,2022-03-03,93344513,1382909,1.4815107557527243
North America,2022-03-04,93422321,1385271,1.48280516387513
North America,2022-03-05,93454824,1385976,1.483043828748744
North America,2022-03-06,93482134,1386491,1.4831614776787188
North America,2022-03-07,93561310,1388366,1.4839103898823136
North America,2022-03-08,93611698,1390184,1.4850537162567012
North America,2022-03-09,93670569,1392548,1.4866441133714048
North America,2022-03-10,93735767,1394603,1.4878024095114089
North America,2022-03-11,93799204,1395937,1.488218386160292
North America,2022-03-12,93830093,1396732,1.4885757387025078
North America,2022-03-13,93845663,1397013,1.4886281958496048
North America,2022-03-14,93890580,1398443,1.4894390896296519
North America,2022-03-15,93929685,1399615,1.4900667451402612
North America,2022-03-16,93992435,1401798,1.4913944936100443
North America,2022-03-17,94070493,1403824,1.4923106653645368
North America,2022-03-18,94111997,1404758,1.4926449812769353
North America,2022-03-19,94134040,1405229,1.4927958047907006
North America,2022-03-20,94153855,1405497,1.4927662813168934
North America,2022-03-21,94209105,1407120,1.4936135949916944
North America,2022-03-22,94249103,1407786,1.4936863643147882
North America,2022-03-23,94301568,1409500,1.4946729199667179
North America,2022-03-24,94360680,1410617,1.4949203418203429
North America,2022-03-25,94429196,1411666,1.4949465417454153
North America,2022-03-26,94445512,1411852,1.4948852201680054
North America,2022-03-27,94466787,1412054,1.4947623866999944
North America,2022-03-28,94514577,1413239,1.4952603554476047
North America,2022-03-29,94555612,1414264,1.4956954643792058
North America,2022-03-30,94612531,1415540,1.4961443109475636
North America,2022-03-31,94675880,1416343,1.4959913760505845
North America,2022-04-01,94727495,1417381,1.4962720169049124
North America,2022-04-02,94751530,1417670,1.4961974756502614
North America,2022-04-03,94761972,1417765,1.4961328580203037
North America,2022-04-04,94804571,1418398,1.4961282826753153
North America,2022-04-05,94848131,1419072,1.4961517797330135
North America,2022-04-06,94913458,1420384,1.4965043208098054
North America,2022-04-07,95005048,1421398,1.4961289214863613
North America,2022-04-08,95087810,1422155,1.4956228353560777
North America,2022-04-09,95121376,1422488,1.4954451457893123
North America,2022-04-10,95133339,1422578,1.4953516978942576
North America,2022-04-11,95175179,1422945,1.4950799304511946
North America,2022-04-12,95217830,1423712,1.4952157594853821
North America,2022-04-13,95340522,1424955,1.4945953411079498
North America,2022-04-14,95413588,1425846,1.4943846362847186
North America,2022-04-15,95432587,1426285,1.4945471403808848
North America,2022-04-16,95474509,1426516,1.4941328475436306
North America,2022-04-17,95485814,1426562,1.4940041250525444
North America,2022-04-18,95561006,1426851,1.4931309952932057
North America,2022-04-19,95612692,1427372,1.4928687501027584
North America,2022-04-20,95702842,1428509,1.492650552634581
North America,2022-04-21,95779777,1429054,1.4920205963728648
North America,2022-04-22,95890325,1429743,1.491019036592065
North America,2022-04-23,95919727,1429963,1.4907913572356186
North America,2022-04-24,95939757,1430038,1.4905582885726925
North America,2022-04-25,96016050,1430363,1.489712397041953
North America,2022-04-26,96073243,1430790,1.4892700145450486
North America,2022-04-27,96186778,1431790,1.4885517841131968
North America,2022-04-28,96277559,1432382,1.4877631037571277
North America,2022-04-29,96355399,1432971,1.4871725039507127
North America,2022-04-30,96386533,1433196,1.4869255645910617
North America,2022-05-01,96408137,1433262,1.4866608199264342
North America,2022-05-02,96508326,1433599,1.4854666528979064
North America,2022-05-03,96565050,1434403,1.4854266631664355
North America,2022-05-04,96698199,1436540,1.4855912673202942
North America,2022-05-05,96798983,1437033,1.4845538201573873
North America,2022-05-06,96941802,1437525,1.4828742300457753
North America,2022-05-07,96977175,1437787,1.4826035095371668
North America,2022-05-08,96988212,1437838,1.4824873769195785
North America,2022-05-09,97129398,1438261,1.4807679545177455
North America,2022-05-10,97219402,1438697,1.4798455559313151
North America,2022-05-11,97394745,1439777,1.4782902301351064
North America,2022-05-12,97520718,1440055,1.4766657070757006
North America,2022-05-13,97621974,1440371,1.4754577693747515
North America,2022-05-14,97645256,1440493,1.4752309113716697
North America,2022-05-15,97681966,1440547,1.474731784165769
North America,2022-05-16,97872807,1440985,1.4723037421415734
North America,2022-05-17,97966601,1441418,1.4713361342402804
North America,2022-05-18,98198333,1442546,1.469012717354377
North America,2022-05-19,98346064,1443116,1.4673856190116565
North America,2022-05-20,98507820,1443657,1.4655252750492296
North America,2022-05-21,98540722,1443779,1.4651597539543093
North America,2022-05-22,98565616,1443865,1.464876960744607
North America,2022-05-23,98719785,1444272,1.4630015654916591
North America,2022-05-24,98825356,1444684,1.461855599083296
North America,2022-05-25,99047681,1445903,1.4598050003815839
North America,2022-05-26,99203938,1446402,1.4580086528419869
North America,2022-05-27,99324175,1447057,1.4569031154801939
North America,2022-05-28,99342865,1447153,1.4567256541272491
North America,2022-05-29,99353341,1447189,1.4566082885929321
North America,2022-05-30,99433011,1447385,1.4556383090923397
North America,2022-05-31,99614698,1447817,1.4534170449425043
North America,2022-06-01,99870126,1448665,1.450548885860022
North America,2022-06-02,100004974,1449180,1.4491079213719911
North America,2022-06-03,100173348,1449640,1.4471314266145923
North America,2022-06-04,100213902,1449868,1.4467733229267932
North America,2022-06-05,100235726,1449941,1.4465311499813949
North America,2022-06-06,100404400,1450245,1.4444038309078089
North America,2022-06-07,100506699,1450782,1.4434679622698583
North America,2022-06-08,100722037,1452060,1.4416507481873109
North America,2022-06-09,100873305,1452487,1.4399121749802883
North America,2022-06-10,101003064,1453022,1.4385920015258151
North America,2022-06-11,101054093,1453211,1.4380525883300939
North America,2022-06-12,101077051,1453259,1.4377734467144279
North America,2022-06-13,101236304,1453563,1.4358119988260336
North America,2022-06-14,101343914,1454016,1.4347344034886989
North America,2022-06-15,101546398,1454835,1.4326800641417139
North America,2022-06-16,101695098,1455478,1.4312174614355551
North America,2022-06-17,101843439,1455841,1.4294892378879704
